1,4
2,13
3,17
4,2
5,18
6,17
7,11
8,23
9,22
10,20
11,11
12,9
13,11
14,5
15,4
16,5
17,0
18,8
19,2
20,0
21,16
22,0
23,9
24,17
25,9
26,1
27,21
28,8
29,24
30,0
31,3
32,17
33,10
34,16
35,10
36,17
37,16
38,19
39,15
40,15
41,16
42,11
43,13
44,1
45,13
46,7
47,10
48,14
49,24
50,0
51,7
52,3
53,22
54,20
55,3
56,14
57,25
58,9
59,15
60,14
61,12
62,2
63,11
64,7
65,17
66,6
67,6
68,20
69,12
70,13
71,24
72,22
73,21
74,8
75,21
76,18
77,15
78,17
79,6
80,5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
precision,0.600000,1.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.750000,0.333333,0.800000,0.500000,1.000000,1.000000,0.750000,0.750000,0.428571,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
recall,0.750000,1.000000,0.750000,1.000000,1.000000,0.500000,0.750000,0.333333,1.000000,0.750000,0.333333,1.000000,0.333333,1.000000,1.000000,1.000000,1.000000,0.750000,0.666667,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.333333
f1 score,0.666667,1.000000,0.857143,1.000000,1.000000,0.400000,0.857143,0.333333,1.000000,0.750000,0.333333,0.888889,0.400000,1.000000,1.000000,0.857143,0.857143,0.545455,0.800000,0.000000,1.000000,1.000000,1.000000,0.666667,1.000000,0.500000
accuracy,0.775000
macro-average f1,0.758189
weighted-average f1,0.770467
